
우리나라기후평년값
[검색조건]
검색구분 : 일별평년값
, 지점명 : 전체
, 기간 : 1991~2020년 07월 28일~08월 26일
지점명,지점번호,일시,평균기온(°C),최고기온(°C),최저기온(°C),강수량(mm),습도(%),일조시간(hr),전운량(1/10),소형증발량(mm),현지기압(hPa),해면기압(hPa),평균풍속(m/sec)
강남,400,08-22,      26.1,      30.3,      22.9,      10.8,,,,,,,       1.7
서초,401,08-22,      26.4,      31.2,      23.0,       9.7,,,,,,,       1.3
강동,402,08-22,      25.6,      30.1,      22.0,      13.1,,,,,,,       1.5
송파,403,08-22,      26.1,      30.3,      22.8,      10.4,,,,,,,       1.7
강서,404,08-22,      25.6,      29.7,      22.4,       9.2,,,,,,,       1.9
양천,405,08-22,      26.5,      30.7,      23.3,       9.8,,,,,,,       1.5
도봉,406,08-22,      25.0,      29.9,      21.0,      11.8,,,,,,,       0.9
노원,407,08-22,      24.7,      29.7,      20.5,      12.2,,,,,,,       1.4
동대문,408,08-22,      26.1,      30.3,      22.7,      12.4,,,,,,,       1.9
중랑,409,08-22,      26.2,      30.2,      22.9,      12.5,,,,,,,       2.2
기상청,410,08-22,      25.7,      29.6,      22.7,       9.5,,,,,,,       1.5
마포,411,08-22,      26.0,      30.1,      22.7,      10.2,,,,,,,       2.3
서대문,412,08-22,      24.9,      29.8,      21.4,       9.6,,,,,,,       1.3
광진,413,08-22,      26.0,      30.3,      22.6,      11.4,,,,,,,       1.8
성북,414,08-22,      25.2,      29.2,      21.8,      11.8,,,,,,,       1.7
용산,415,08-22,      26.4,      30.5,      23.2,      10.3,,,,,,,       2.0
은평,416,08-22,      25.0,      29.4,      21.4,       9.2,,,,,,,       1.6
금천,417,08-22,      25.8,      29.4,      22.9,       9.9,,,,,,,       2.1
중구,419,08-22,      24.4,      29.0,      21.2,      10.0,,,,,,,       1.8
성동,421,08-22,      26.1,      30.0,      23.0,      11.8,,,,,,,       2.2
구로,423,08-22,      25.7,      30.1,      22.3,      10.1,,,,,,,       2.1
강북,424,08-22,      26.3,      30.5,      22.7,      12.9,,,,,,,       1.7
남현,425,08-22,      25.1,      29.5,      21.6,      13.5,,,,,,,       1.0
부천,433,08-22,      26.2,      30.1,      22.8,       6.2,,,,,,,       1.3
안양,434,08-22,      25.7,      29.3,      22.5,       8.8,,,,,,,       2.2
광명,437,08-22,      26.3,      30.3,      23.3,       8.5,,,,,,,       2.1
군포,438,08-22,      25.7,      29.8,      22.5,       9.3,,,,,,,       1.4
김포,441,08-22,      24.9,      29.2,      21.4,       7.2,,,,,,,       1.6
하남,444,08-22,      25.1,      29.8,      21.2,       9.3,,,,,,,       0.8
의왕,445,08-22,      24.5,      29.0,      20.9,       9.4,,,,,,,       1.0
포천,504,08-22,      24.4,      29.9,      20.4,      12.9,,,,,,,       1.4
가평조종,505,08-22,      23.1,      28.9,      19.0,      12.7,,,,,,,       1.0
영등포,510,08-22,      26.4,      30.6,      23.6,      10.7,,,,,,,       1.6
인천연수,512,08-22,      25.8,      30.0,      22.5,       6.0,,,,,,,       1.7
안성,516,08-22,      25.3,      30.2,      21.7,       7.6,,,,,,,       1.1
간성,517,08-22,      23.4,      27.4,      20.0,       9.2,,,,,,,       1.4
평창,526,08-22,      22.6,      28.0,      18.9,       7.7,,,,,,,       1.0
의정부,532,08-22,      24.4,      29.5,      20.6,      13.8,,,,,,,       1.0
횡성,536,08-22,      24.0,      29.5,      20.2,       8.9,,,,,,,       1.0
고양,540,08-22,      24.7,      30.1,      20.7,      10.3,,,,,,,       1.3
남양주,541,08-22,      24.3,      29.8,      20.0,      12.5,,,,,,,       1.1
안산,545,08-22,      24.7,      29.9,      20.8,       8.5,,,,,,,       1.4
경기광주,546,08-22,      24.5,      29.3,      20.8,      10.5,,,,,,,       1.5
여주,548,08-22,      24.2,      29.6,      20.6,       6.2,,,,,,,       1.1
용인,549,08-22,      24.3,      29.3,      20.6,       9.7,,,,,,,       1.2
오산,550,08-22,      25.0,      30.2,      21.4,      10.4,,,,,,,       1.1
평택,551,08-22,      25.6,      30.2,      21.9,       8.6,,,,,,,       1.5
화천,555,08-22,      23.2,      29.6,      19.3,      12.2,,,,,,,       0.9
양구,556,08-22,      22.8,      29.2,      19.0,      11.3,,,,,,,       0.9
시흥,565,08-22,      25.6,      29.8,      22.2,       8.8,,,,,,,       1.7
구리,569,08-22,      25.4,      29.9,      21.7,      13.5,,,,,,,       1.3
금곡,570,08-22,      24.5,      29.0,      21.0,       9.0,,,,,,,       1.3
화성,571,08-22,      25.1,      29.4,      21.7,       9.0,,,,,,,       1.2
성남,572,08-22,      25.7,      30.1,      22.2,      12.6,,,,,,,       1.1
과천,590,08-22,      25.2,      29.9,      21.4,       9.5,,,,,,,       1.7
진부령,595,08-22,      20.6,      25.0,      17.4,      10.3,,,,,,,       2.3
양주,598,08-22,      24.5,      30.0,      20.2,       8.9,,,,,,,       1.3
단양,601,08-22,      24.2,      29.6,      20.4,       7.9,,,,,,,       0.8
진천,602,08-22,      23.9,      29.3,      20.0,       5.8,,,,,,,       1.0
괴산,603,08-22,      24.0,      29.2,      20.2,       7.4,,,,,,,       0.9
옥천,604,08-22,      24.6,      29.8,      20.9,       8.6,,,,,,,       0.9
홍북,608,08-22,      24.6,      29.5,      20.5,       8.0,,,,,,,       1.4
세종연서,611,08-22,      24.2,      29.5,      20.6,       7.8,,,,,,,       1.1
공주,612,08-22,      25.1,      30.1,      21.4,       7.4,,,,,,,       1.2
서천,614,08-22,      25.1,      29.6,      21.8,       8.0,,,,,,,       1.6
논산,615,08-22,      25.0,      30.2,      21.5,       9.6,,,,,,,       1.3
당진,616,08-22,      24.5,      29.2,      21.0,      11.5,,,,,,,       1.8
청양,618,08-22,      24.4,      29.3,      20.3,       9.8,,,,,,,       1.0
음성,619,08-22,      23.8,      29.6,      19.6,       8.5,,,,,,,       1.2
증평,623,08-22,      24.6,      30.0,      20.7,       7.7,,,,,,,       1.1
태안,627,08-22,      25.3,      29.6,      22.0,       9.5,,,,,,,       1.8
예산,628,08-22,      25.3,      30.4,      21.7,       7.8,,,,,,,       1.7
아산,634,08-22,      25.3,      30.1,      21.6,       9.4,,,,,,,       1.7
계룡,636,08-22,      24.5,      29.5,      20.5,       9.6,,,,,,,       1.0
오월드,642,08-22,      25.8,      30.6,      22.4,       9.3,,,,,,,       1.2
세천,643,08-22,      24.6,      29.8,      20.9,       8.3,,,,,,,       0.9
장동,648,08-22,      24.8,      29.7,      21.0,       6.8,,,,,,,       1.0
부평,649,08-22,      25.8,      31.0,      21.7,       8.6,,,,,,,       0.5
연천청산,652,08-22,      24.6,      29.9,      20.5,      10.4,,,,,,,       1.0
양양,670,08-22,      24.3,      28.0,      21.1,       7.9,,,,,,,       1.8
사북,674,08-22,      20.8,      25.3,      17.2,       8.5,,,,,,,       2.2
무안,699,08-22,      25.6,      29.9,      22.4,       8.7,,,,,,,       1.7
무주,701,08-22,      23.9,      29.2,      20.0,       8.4,,,,,,,       1.1
익산,702,08-22,      25.4,      30.3,      21.9,       8.8,,,,,,,       1.4
진안,703,08-22,      23.1,      28.2,      19.4,       8.9,,,,,,,       1.2
담양,706,08-22,      25.1,      29.9,      21.5,      11.4,,,,,,,       1.2
광산,708,08-22,      25.9,      30.8,      22.1,      10.8,,,,,,,       1.5
구례,709,08-22,      25.5,      30.9,      21.8,      10.6,,,,,,,       1.0
나주,710,08-22,      25.8,      30.8,      22.2,       9.7,,,,,,,       1.2
순천시,712,08-22,      26.0,      30.1,      23.0,      12.4,,,,,,,       1.5
광양읍,713,08-22,      25.7,      30.8,      22.1,      11.4,,,,,,,       1.0
조선대,722,08-22,      25.7,      30.2,      22.4,      10.4,,,,,,,       1.7
거문도,723,08-22,      26.5,      29.3,      24.6,      13.5,,,,,,,       2.8
추자도,724,08-22,      25.9,      28.7,      23.9,      10.1,,,,,,,       3.4
장성,730,08-22,      25.1,      30.2,      21.5,      11.4,,,,,,,       1.2
영암,731,08-22,      25.8,      30.2,      22.3,       8.9,,,,,,,       1.9
보성,732,08-22,      24.4,      29.0,      20.9,      13.8,,,,,,,       1.5
완주,734,08-22,      25.3,      30.7,      21.5,      11.2,,,,,,,       1.3
김제,737,08-22,      25.8,      30.6,      22.5,       8.0,,,,,,,       1.9
화순,741,08-22,      25.5,      30.9,      21.9,      11.4,,,,,,,       0.9
함평,754,08-22,      26.0,      30.6,      22.5,      10.0,,,,,,,       1.5
곡성,768,08-22,      25.2,      30.4,      21.3,      10.9,,,,,,,       1.0
성판악,782,08-22,      21.4,      24.7,      18.5,      33.4,,,,,,,       2.3
풍암,788,08-22,      26.5,      31.4,      23.1,      10.6,,,,,,,       1.1
압해도,789,08-22,      25.9,      30.0,      23.2,       8.3,,,,,,,       2.3
영양,801,08-22,      23.2,      28.4,      19.3,       5.4,,,,,,,       1.2
성주,810,08-22,      25.2,      30.5,      21.3,       7.2,,,,,,,       1.1
고령,812,08-22,      24.9,      30.3,      20.9,      10.5,,,,,,,       0.8
청도,813,08-22,      25.1,      30.6,      21.2,       9.1,,,,,,,       1.2
예천,815,08-22,      24.1,      29.8,      20.2,       5.7,,,,,,,       1.0
김천,822,08-22,      25.1,      30.7,      21.0,       6.3,,,,,,,       0.8
군위,823,08-22,      24.7,      30.7,      20.4,       4.9,,,,,,,       1.2
칠곡,825,08-22,      25.4,      30.8,      21.6,       6.1,,,,,,,       1.3
경산,827,08-22,      26.1,      31.3,      22.4,       9.0,,,,,,,       1.7
달성,828,08-22,      25.8,      31.4,      22.1,       9.8,,,,,,,       1.4
대구서구,846,08-22,      26.4,      31.0,      22.6,       7.7,,,,,,,       1.8
신암,860,08-22,      26.1,      30.7,      22.6,       8.1,      72.2,       5.2,       6.6,,    1003.3,    1010.1,       2.2
완산,864,08-22,      25.9,      30.6,      22.2,       8.1,      77.9,       4.5,       6.5,       3.5,    1003.0,    1009.2,       1.7
삼척,876,08-22,      24.2,      27.8,      21.1,       6.3,,,,,,,       1.5
울기,901,08-22,      24.7,      27.7,      22.8,       5.9,,,,,,,       2.5
삼천포,907,08-22,      26.0,      29.7,      23.3,      11.6,,,,,,,       1.7
영도,910,08-22,      24.9,      27.9,      22.9,       6.4,,,,,,,       3.8
고성,918,08-22,      26.2,      30.7,      22.6,      10.7,,,,,,,       1.9
창녕,919,08-22,      25.8,      31.3,      21.7,       9.6,,,,,,,       1.6
함안,920,08-22,      25.3,      31.0,      21.2,      10.1,,,,,,,       1.1
가덕도,921,08-22,      25.5,      29.2,      23.3,       6.4,,,,,,,       3.8
기장,923,08-22,      25.5,      29.6,      22.3,       6.4,,,,,,,       1.9
간절곶,924,08-22,      25.0,      27.6,      22.8,       7.8,,,,,,,       3.6
하동,932,08-22,      26.1,      31.0,      22.5,      12.5,,,,,,,       1.1
해운대,937,08-22,      25.8,      29.5,      23.3,       7.0,,,,,,,       2.4
부산진,938,08-22,      26.5,      30.4,      23.7,       7.0,,,,,,,       2.1
동래,940,08-22,      26.3,      30.4,      23.4,       6.5,,,,,,,       1.8
북구,941,08-22,      26.0,      30.0,      22.9,       6.9,,,,,,,       2.2
부산남구,942,08-22,      26.6,      29.9,      24.2,       7.8,,,,,,,       2.1
정자,949,08-22,      25.6,      29.4,      22.2,       7.2,,,,,,,       2.6
속초,90,08-23,      23.6,      27.1,      20.5,       8.9,      79.9,       5.1,,,    1007.0,    1009.1,       2.0
철원,95,08-23,      23.0,      27.9,      19.0,      10.0,      81.1,       5.4,,,     991.2,    1008.8,       1.8
동두천,98,08-23,      23.9,      29.2,      19.9,       9.0,      77.4,       5.1,,,     996.3,    1009.0,       1.4
파주,99,08-23,      23.9,      29.2,      19.9,       9.1,      83.3,       5.6,,,    1005.9,    1009.3,       1.5
대관령,100,08-23,      18.9,      22.9,      15.6,      14.9,      86.3,       4.6,,,     919.8,    1009.6,       2.8
춘천,101,08-23,      24.0,      28.8,      20.2,      11.8,      80.2,       5.2,,,    1000.5,    1009.1,       1.2
백령도,102,08-23,      23.2,      26.4,      20.8,       3.2,      81.5,       6.5,       5.8,,     993.4,    1008.6,       3.5
강릉,105,08-23,      24.4,      28.0,      21.0,       9.2,      74.9,       5.0,,,    1006.4,    1009.4,       2.0
동해,106,08-23,      23.5,      27.2,      20.3,       7.5,      80.5,       5.1,,,    1004.9,    1009.1,       1.9
서울,108,08-23,      25.2,      29.1,      22.0,      11.1,      72.2,       4.9,       6.5,       4.2,     999.0,    1008.8,       2.2
인천,112,08-23,      24.8,      28.4,      22.0,       8.6,      78.7,       6.0,       6.3,       4.2,    1000.7,    1008.6,       2.4
원주,114,08-23,      24.4,      29.4,      20.7,       8.7,      75.6,       4.5,,,     992.0,    1008.9,       1.0
울릉도,115,08-23,      23.4,      26.4,      21.2,       5.7,      81.9,       5.6,       6.5,       4.2,     984.5,    1009.6,       3.4
수원,119,08-23,      25.1,      29.4,      21.8,       8.5,      77.7,       5.2,       6.6,       3.9,    1005.0,    1009.1,       1.7
영월,121,08-23,      23.4,      29.0,      19.7,       7.4,      79.7,       4.5,,,     982.2,    1009.3,       1.2
충주,127,08-23,      24.4,      29.4,      20.4,       7.6,      75.7,       4.9,,,     998.0,    1009.1,       1.3
서산,129,08-23,      24.4,      28.9,      20.7,       9.9,      82.5,       5.5,,,    1006.1,    1009.0,       2.0
울진,130,08-23,      23.6,      27.2,      20.6,       8.0,      82.6,       5.3,,,    1003.6,    1009.3,       2.7
청주,131,08-23,      25.3,      29.7,      21.8,       9.0,      73.5,       5.0,       6.9,       4.2,    1002.4,    1009.0,       1.7
대전,133,08-23,      25.2,      29.4,      21.8,       8.7,      78.8,       4.9,       6.8,       3.7,    1001.1,    1009.1,       1.8
추풍령,135,08-23,      23.5,      28.3,      19.8,       7.2,      79.2,       4.8,,,     981.6,    1009.2,       1.7
안동,136,08-23,      24.4,      29.4,      20.6,       5.4,      77.4,       5.3,       6.7,       4.1,     993.5,    1009.5,       1.4
상주,137,08-23,      24.6,      29.5,      21.0,       6.1,      79.6,       4.5,,,     998.5,    1009.6,       1.0
포항,138,08-23,      25.6,      29.0,      22.8,      10.0,      77.5,       5.6,       6.5,       4.3,    1009.3,    1009.7,       2.5
군산,140,08-23,      25.1,      29.0,      22.1,       8.2,      83.9,       5.2,,,    1005.8,    1008.9,       3.0
울산,152,08-23,      25.4,      29.5,      22.2,      10.7,      77.6,       5.2,       6.4,,    1004.6,    1009.4,       2.0
창원,155,08-23,      25.9,      29.9,      23.0,      14.1,      77.2,       5.1,       6.2,,    1006.4,    1008.9,       1.8
광주,156,08-23,      25.7,      30.1,      22.5,      11.2,      79.0,       4.8,       6.6,,    1000.5,    1008.7,       2.0
부산,159,08-23,      25.7,      29.1,      23.3,      11.6,      78.4,       6.0,       6.2,       4.1,    1001.2,    1009.1,       3.6
통영,162,08-23,      25.5,      29.1,      22.9,      10.2,      81.0,       5.5,,,    1005.8,    1009.4,       2.4
목포,165,08-23,      25.7,      29.4,      22.9,       7.4,      82.4,       5.7,       6.3,       4.0,    1004.1,    1008.9,       2.9
여수,168,08-23,      25.5,      28.5,      23.3,      13.7,      79.1,       5.6,       6.0,       4.6,    1001.4,    1009.1,       3.7
흑산도,169,08-23,      24.3,      27.6,      22.1,      11.2,      88.8,       5.6,       6.3,,     999.8,    1008.8,       3.8
완도,170,08-23,      25.4,      29.1,      22.7,       9.5,      83.4,       4.9,,,    1005.3,    1008.8,       2.8
고창,172,08-23,      25.5,      29.9,      22.3,      16.7,      87.4,       4.4,,,    1002.3,    1008.2,       2.3
제주,184,08-23,      26.7,      29.7,      24.3,      10.9,      76.5,       5.7,       6.2,       4.5,    1006.2,    1008.7,       2.8
고산,185,08-23,      26.1,      29.0,      23.7,       9.0,      83.6,       6.4,,,    1000.0,    1008.2,       5.0
성산,188,08-23,      26.2,      29.6,      23.3,      16.6,      81.2,       5.8,,,    1006.8,    1008.9,       2.9
서귀포,189,08-23,      26.9,      29.9,      24.4,      16.7,      80.6,       5.7,       6.4,       3.9,    1002.7,    1008.5,       2.5
진주,192,08-23,      25.3,      30.0,      21.5,      12.5,      79.0,       5.2,,,    1006.1,    1009.1,       1.3
강화,201,08-23,      23.7,      28.1,      20.0,       8.4,      78.6,       6.1,,,    1004.0,    1009.3,       1.9
양평,202,08-23,      24.3,      29.4,      20.4,       9.8,      79.0,       5.2,,,    1004.2,    1009.7,       1.2
이천,203,08-23,      24.1,      29.2,      20.2,       7.7,      76.6,       5.1,,,    1000.4,    1009.1,       1.2
인제,211,08-23,      22.5,      27.8,      18.7,      10.8,      79.1,       5.0,,,     986.9,    1009.6,       1.8
홍천,212,08-23,      23.7,      29.3,      19.6,      10.2,      75.9,       5.2,,,     993.5,    1009.6,       1.1
태백,216,08-23,      20.6,      25.2,      16.8,      10.3,      79.3,       4.4,,,     930.2,    1009.0,       1.6
정선군,217,08-23,      23.3,      28.8,      19.6,       8.1,      79.8,       4.1,,,     974.2,    1008.8,       1.4
제천,221,08-23,      23.0,      28.4,      18.9,       8.7,      76.6,       4.9,,,     980.0,    1009.6,       1.3
보은,226,08-23,      23.5,      28.8,      19.6,       7.8,      77.2,       5.2,,,     989.3,    1008.9,       1.1
